ENSG00000146374	7367.54559328	0.651344164531	0.33258650813	0.169500216136	3644.93677904	8404.39045357	38224.7388773	2963.54146012	1.63923681167	0.127384170761
ENSG00000145675	46798.2906807	5.04653163841	2.11257329688	5.86224034666	126061.759296	61326.7710143	110155.16605	124618.0679	4.72391462932	5.35655379043
ENSG00000196090	167215.212691	0.770479119765	7.54844649294	1.49013353565	32043.8678699	589.785041046	310.366418788	727.891393164	0.0133098112303	0.0312875128525
ENSG00000166710	2969449.04223	504.861855213	134.047176977	753.895200903	16211780.7751	20127240.114	18333550.6374	14057961.9932	786.219395505	604.264139779
ENSG00000135679	189431.318193	8.24841568061	8.55132823415	8.51412668163	183087.987678	82529.9365123	142094.143461	93281.8997783	6.09359167714	4.00960729256
ENSG00000100644	2464701.94062	75.2635458806	111.261830909	73.6664104249	1584124.28526	229704.155867	365560.621576	279449.553688	15.6767696885	12.0117940461
ENSG00000141646	67000.9179584	4.91675072677	3.02456239505	5.41578103367	116461.087348	168691.645052	87853.3737905	68994.6758762	3.76752042202	2.96565095907
ENSG00000164754	1320307.52584	28.2205344552	59.6014594167	50.4098341688	1084014.30261	433334.319585	751417.036618	941805.531132	32.223907959	40.4823479665
ENSG00000100393	583282.006399	21.4984557906	26.3305768939	12.9919724998	279379.693292	391833.614068	148780.465125	210909.687704	6.38032913901	9.06569252875
ENSG00000133703	268392.737116	12.9431463058	12.1158128056	16.1277280849	346811.057823	90950.7172562	164489.824014	176962.203393	7.05401220751	7.60650182851
ENSG00000103126	247472.260459	11.6919161923	11.1714184762	6.08024441622	130749.724121	267129.691465	204555.751687	272129.887748	8.77220690192	11.6971672428
ENSG00000157764	92390.4144488	3.61360485914	4.17069768176	3.70182570897	79604.1502709	30887.3494242	38022.868869	51113.3515001	1.63057978068	2.19704430773
ENSG00000151532	42838.1985431	3.01183188614	1.93380640644	2.62755574107	56503.0226979	40401.36257	61154.2920399	66580.8251705	2.6225520343	2.86189456672
ENSG00000163513	77107.9123214	21.5993480965	3.48081338398	9.116565944	196042.856259	546879.056966	544192.06799	824830.98607	23.3372338613	35.4543415682
ENSG00000257923	340597.794502	12.0259043383	15.375301003	15.1347091023	325457.153416	199765.859821	367877.850101	241261.423436	15.7761421476	10.3703244158
ENSG00000166949	196648.27225	21.1885826898	8.87711672353	24.3508905333	523642.143538	232031.5831	132462.449664	225370.287477	5.68054432891	9.68726355639
ENSG00000142208	437244.1381	15.6401135539	19.7381202803	15.1532333414	325855.499105	690387.642916	218362.190897	248812.095493	9.36428480895	10.6948807318
ENSG00000104517	234821.404329	14.1200963794	10.6003322153	10.3148969814	221811.796096	105592.616684	109751.886864	162983.503794	4.70662032971	7.00564468489
ENSG00000116062	264249.068884	10.3618730749	11.928758904	10.1092831489	217390.271229	78120.4972213	114011.337962	106359.309012	4.88928342282	4.57172358261
ENSG00000177565	848626.640413	29.4431882906	38.3087919128	71.1199516554	1529365.17382	144172.414388	271595.123283	350259.866758	11.6471357825	15.0554879283
ENSG00000065559	225996.42405	6.90599233625	10.2019540392	10.893497983	234254.046136	61453.4543521	81374.8947553	118972.107029	3.4896961221	5.1138691331
ENSG00000169032	534498.182365	23.20510058	24.1283724442	27.2556925966	586107.077905	337104.43536	282926.299502	291519.682542	12.1330640511	12.5306136327
ENSG00000121879	195802.425801	6.78273425648	8.8389334353	14.3161064185	307853.901352	15005.9902291	40764.0451944	84617.0152093	1.74813289607	3.63715792736
ENSG00000109670	41843.866596	3.42416573824	1.88892017045	1.73579100773	37326.492137	24859.0639486	38854.7408922	58661.0419548	1.66625393525	2.52147246326
ENSG00000148737	80168.6363299	5.30020097089	3.61898090496	5.07910953703	109221.295278	365824.419747	190475.172981	240940.5826	8.16837274575	10.3565334686
ENSG00000147655	0.0	0.0520540436346	0.0	0.0135460976351	291.295613707	927.531930287	8297.71974391	240.995032339	0.355840956841	0.0103588739234
ENSG00000104408	960006.029685	27.5615397719	43.3366918676	48.9565894067	1052763.69183	339411.813311	1902339.73154	2177681.98003	81.580290875	93.6049712618
ENSG00000168646	15746.5560314	3.03309927806	0.710832667302	1.75283202844	37692.9426617	121237.616965	357623.996897	588735.623121	15.3364139996	25.3060738843
ENSG00000152894	289637.952559	12.9737891748	13.074866527	10.3329507334	222200.024418	313401.187447	351828.604904	395631.03453	15.0878833315	17.005711558
ENSG00000112531	153223.201667	5.76917997359	6.9168176785	8.21519059171	176659.658714	20877.2121054	44407.987748	21840.3482533	1.9044004063	0.938780404738
ENSG00000183454	39.6003473544	0.0223336867434	0.0017876429919	0.0174357809723	374.939458994	716.320405342	62.8256577787	186.117214528	0.00269422719351	0.00800001867903
ENSG00000141510	61918.0507361	15.9091713788	2.79511107516	55.6855431996	1197463.2782	882439.645007	515912.138785	1141103.82457	22.1244721173	49.0489390488
ENSG00000175387	46023.2784663	2.78671095324	2.07758761503	2.39425022115	51486.0151111	29072.537766	41174.8280299	36868.8071968	1.76574898359	1.58476015771
ENSG00000095002	360310.39816	7.65456693786	16.2651694041	10.9884285472	236295.435302	128288.546935	179144.492388	171564.029984	7.68246573175	7.37446800931
ENSG00000134982	85741.5165512	2.52734330657	3.87055244253	2.76470517051	59452.2873714	11659.0167153	35036.3643556	50182.6144943	1.50250596565	2.15703772666
